fen,moves,rating,themes
1k1r4/pp4pp/4Q3/1p1r1p2/P5q1/4B3/1PP2PPb/R3RK2 w - - 0 19,a4b5 g4c4 e1e2 d5d1 a1d1 d8d1,1820,long mate mateIn3 middlegame
4r1k1/p1pq3p/1p4p1/5pB1/8/1P1B3Q/b1P2PPP/R5K1 w - - 5 23,a1a2 e8e1 d3f1 e1f1 g1f1 d7d1,1827,attraction endgame long mate mateIn3 sacrifice
6k1/2p4p/3rr3/2p5/2P3p1/1P1KP1P1/PBQ2Pq1/R4R2 w - - 0 28,d3e2 e6e3 e2e3 g2f3,1828,attraction mate mateIn2 middlegame pin sacrifice short
r1bq1bnr/pppp2pp/2k5/nN2Q3/4P3/8/PPPP1PPP/R1B1K1NR b KQ - 0 8,d7d6 b5d4 c6d7 e5e6,1816,mate mateIn2 opening short
3r1k1r/p3bp1p/6p1/1Q2p3/6q1/4B3/PPP2P1P/5B1K b - - 3 23,d8d1 e3h6 f8g8 b5e8 e7f8 e8f8,1840,fork long mate mateIn3 middlegame
3R1bk1/5p1p/pqp1r1p1/6B1/1nP1p3/2Q5/PP2NPPP/6K1 b - - 2 23,e6d6 d8f8 g8f8 c3h8,1827,attraction kingsideAttack mate mateIn2 middlegame sacrifice short
b4r2/2R2pkp/1p2p3/4N3/3Pn1Q1/2P5/1q3P1P/4K3 b - - 1 21,g7h8 e5f7 f8f7 c7c8 f7f8 c8f8,1839,long mate mateIn3 middlegame sacrifice
7r/1P6/3B4/rp1R4/3Pp3/4k1p1/7p/5K1B w - - 3 52,b7b8q a5a1 f1g2 a1g1,1827,endgame mate mateIn2 short
2r5/pQ3p1p/3Pk3/3pP3/6q1/8/PP3P1P/4R1K1 w - - 3 29,g1f1 g4h3 f1g1 c8g8 g1h1 h3f3,1801,endgame long mate mateIn3
1r4k1/2p2p1p/3p1Qp1/p2B1b2/2P5/8/q5PP/4R1K1 b - - 1 27,b8f8 d5f7 f8f7 e1e8 f7f8 f6f8,1809,endgame long mate mateIn3 sacrifice
r1b2n2/pp4R1/4p2k/2ppP2p/3P4/2NB4/PPP2q2/1K4R1 b - - 6 23,c5d4 g7h7 f8h7 g1g6,1814,mate mateIn2 middlegame sacrifice short
4r3/ppkb2p1/2p2r1p/2bP4/8/1BN4P/PPP2PP1/R3RK2 w - - 1 19,f2f3 f6f3 g2f3 d7h3,1839,deflection mate mateIn2 middlegame sacrifice short
7k/1p2b1p1/6pp/4n1N1/1p2N3/7Q/rq4PP/5R1K b - - 1 28,e7g5 f1f8 h8h7 e4g5,1833,intermezzo mate mateIn2 middlegame pin short
Q2r2k1/p4pp1/1b6/8/8/8/Pq3PPP/2N2RK1 w - - 2 29,a8e4 b2f2 f1f2 d8d1 e4e1 d1e1,1813,endgame fork long master mate mateIn3 pin sacrifice
r1b3k1/pp1p1N1p/1b1Pp1pB/8/2B1n2q/2P5/PP4PP/RN1QK2R w KQ - 1 18,e1e2 h4f2 e2d3 e4c5,1837,fork mate mateIn2 middlegame short
r1b3k1/2q3p1/2nbp2p/3pP2Q/pp5B/2PB2R1/PP4PP/5NK1 b - - 0 22,d6e5 h5e8,1819,master mate mateIn1 middlegame oneMove
2q3k1/1b1pBp1p/p2P1Qp1/1p6/8/1Pr4P/P4PP1/4R1K1 b - - 4 30,c8c6 f6h8 g8h8 e7f6 h8g8 e1e8,1834,attraction endgame fork long mate mateIn3 sacrifice
2r2r1k/7p/1p2Q3/pq6/3P4/3nPPR1/P5R1/6K1 b - - 2 38,b5h5 g3g8 f8g8 e6f6 g8g7 f6g7,1803,long mate mateIn3 middlegame sacrifice
r5r1/pb1n1p2/1p1ppnkp/8/3PNP2/2P3R1/PP4PP/2R3K1 b - - 3 22,g6f5 e4d6 f5f4 c1f1 b7f3 f1f3,1846,blindSwineMate fork long mate mateIn3 middlegame
2k5/pp6/4p3/8/3R2Pp/7P/PP2rr2/3R3K b - - 0 31,e2b2 d4c4 c8b8 d1d8,1848,endgame mate mateIn2 rookEndgame short
5rk1/5Pbp/6p1/2Q5/5B2/2r3P1/1q3P1P/2R3K1 b - - 0 32,g8h8 c5f8 g7f8 f4e5 f8g7 f7f8q,1842,advancedPawn fork long mate mateIn3 middlegame pin promotion sacrifice
8/7p/p5pQ/1p2q3/1p5k/5B2/P1r2rP1/7K b - - 1 36,h4g3 h6h2,1809,endgame mate mateIn1 oneMove
1q2r1k1/5ppp/p1pb1B2/2pp3N/8/2QP1N1P/P1P2PP1/Rr1K3R w - - 1 18,d1d2 d6f4 h5f4 b8f4,1842,mate mateIn2 middlegame short
r1b2r2/p2n1pk1/1p1p2p1/3P1nPp/4qP1P/2PK1N2/1PQ5/3R1B1R w - - 0 22,d3e4 d7c5,1806,mate mateIn1 middlegame oneMove
2r5/1p3kpQ/1p1p1p2/4nN2/8/P4br1/1P5P/5R1K w - - 0 27,f1f3 c8c1 f3f1 c1f1,1824,endgame mate mateIn2 short
7r/pb2Npk1/1p2pn2/2p5/3P2q1/2PQ2N1/PPB2PP1/4R1K1 w - - 0 25,d4c5 h8h1 g1h1 g4h3 h1g1 h3g2,1819,attraction kingsideAttack long mate mateIn3 middlegame pin sacrifice
2Q5/1p2kp2/p4Nr1/2P3r1/P7/1P3qP1/2P2P2/5RKR w - - 1 37,f6h5 g5g3 f2g3 g6g3 h5g3 f3g3,1844,long mate mateIn3 middlegame sacrifice
4rk2/pq3ppp/1p6/1QpnN3/3p1P2/8/PP2R1PP/6K1 b - - 6 31,d5f4 e5g6 f4g6 b5e8,1818,endgame mate mateIn2 short
3k4/6pp/8/PRB5/1P3p1n/5P1P/2r3PK/8 w - - 1 34,a5a6 h4f3 h2h1 c2c1 c5g1 c1g1,1827,arabianMate endgame long master mate mateIn3 pin
8/p7/1p2b1qp/2p2pk1/8/1P2pPPQ/P7/7K b - - 2 49,f5f4 h3h4 g5f5 h4f4,1830,endgame mate mateIn2 short
3r3k/1p2r1p1/2pbp2p/p6N/P1q1PRQ1/6P1/3R2K1/8 b - - 3 33,d6f4 d2d8 h8h7 h5f6 g7f6 g4g8,1810,hangingPiece long mate mateIn3 middlegame
6k1/2p5/3p2pp/3P4/P5PK/2PBq2P/2Q5/5r2 w - - 0 34,d3f1 e3e1 c2f2 e1f2,1804,endgame fork mate mateIn2 short
7k/1b4pp/p1qpP3/2p3b1/1PBp4/PQ1P1rBP/6P1/4R1K1 w - - 0 28,b4b5 f3f1 g1f1 c6g2,1822,attraction discoveredAttack kingsideAttack mate mateIn2 middlegame sacrifice short
r1bqk2r/3pbNpp/p1n3n1/1p1p4/4P3/1B2B3/PP3PPP/R2Q1RK1 b kq - 0 12,e8f7 d1d5 f7f8 d5f7,1823,mate mateIn2 opening short
r1b2bkr/pp2p1pp/2n1P3/2p3N1/3q2n1/5Q2/PPPP2PP/RNB1K2R b KQ - 2 10,g4h6 f3f7 h6f7 e6f7,1832,advancedPawn kingsideAttack mate mateIn2 opening sacrifice short
4r2k/1p4p1/p1p5/2Q3Pp/5R1P/P2q4/1P5N/4K2R w - - 0 30,e1f2 e8e2 f2g1 d3g3 g1f1 e2e1,1814,endgame exposedKing fork killBoxMate long mate mateIn3
5b2/1p6/3p2kp/3Pp3/1Pr5/3KB2P/2r2P2/1R1R4 w - - 3 35,d1c1 e5e4,1822,endgame mate mateIn1 oneMove
r1b2r2/pp1n2Qp/3kp3/qB1pp3/7P/2R5/PP3PP1/2R3K1 b - - 1 21,a7a6 c3c6 b7c6 c1c6,1841,mate mateIn2 middlegame sacrifice short
r4rk1/1p2ppbp/6p1/2N5/1n2P3/2q1BP2/pP3QPP/K2R1B1R w - - 0 22,b2c3 g7c3 f2b2 b4c2,1817,mate mateIn2 middlegame pin short
2brq1rk/2p3pp/5p2/p3nPP1/1p1pPB1Q/3P2R1/PPP4P/R6K b - - 4 24,f6g5 h4h7 h8h7 g3h3 e8h5 h3h5,1811,attraction kingsideAttack long mate mateIn3 middlegame sacrifice
5k2/1p3n1p/p2P1Qp1/5p2/1P6/7P/q1r2PP1/4R1K1 b - - 0 30,c2f2 e1e8 f8e8 f6e7,1821,attraction endgame mate mateIn2 sacrifice short
r2q1r1k/2p1b3/3p1nQ1/p1p5/4P2B/2N2P2/PPP2P1P/2K3R1 b - - 2 17,f8g8 h4f6 e7f6 g6h5,1841,kingsideAttack mate mateIn2 middlegame short
7k/2p5/3p4/p3p1N1/2P5/3K3P/r4r2/6RR w - - 0 33,g5e4 f2f3,1832,endgame master mate mateIn1 oneMove
1k5r/1pp5/p1p5/5Q2/4P1P1/3P3q/PPP1nP1N/4RR1K w - - 2 24,f5e5 h3f3,1845,mate mateIn1 middlegame oneMove pin
r3kb1r/ppp2ppp/2P1b1q1/4P1B1/7P/4p1PB/PPP5/R2QK2R b KQkq - 0 16,g6e4 d1d7 e6d7 h3d7,1833,mate mateIn2 middlegame sacrifice short xRayAttack
r2qk2r/pppbb1pR/3p4/4p1N1/1nP3n1/2N1P3/PP1P1PB1/RQB1K3 b Qkq - 0 14,h8h7 b1g6 e8f8 g6f7,1813,fork mate mateIn2 middlegame short
r3nr2/pp1q2bk/2pp2pp/7n/2P5/P2Q2BP/1P4PN/1B2RRK1 b - - 4 22,h5g3 d3g6 h7h8 g6h7,1800,fork mate mateIn2 middlegame short
2k5/8/8/pp3P1p/2p5/K1P3Q1/P6P/3q4 w - - 2 41,f5f6 d1c1,1822,endgame mate mateIn1 oneMove queenEndgame
2r4r/3pkp1p/1q4p1/1p1np1Q1/p2PN3/P1P5/1P3P1P/R4K1R b - - 1 25,e7e6 g5e5,1833,mate mateIn1 middlegame oneMove
3q1rk1/4b1pp/r2p2P1/4p3/4P3/ppPnB1Q1/1P2NP2/1K4RR b - - 0 25,a3b2 g6h7 g8f7 g3g6,1841,advancedPawn kingsideAttack mate mateIn2 middlegame short
3Q4/p7/8/3rP3/k1nP1b2/2qn2PK/P7/R4R2 w - - 0 46,d8d5 d3f2 h3h4 c3g3 h4h5 g3g4,1803,discoveredAttack long mate mateIn3 middlegame pin
4r1k1/pppr1p1p/1b3Q2/5N2/4q3/2P4P/PP4P1/5R1K b - - 26 36,e4e5 f5h6 g8f8 f6f7 d7f7 f1f7,1818,long mate mateIn3 middlegame sacrifice
5rk1/5pbR/4p1P1/8/1p6/6PQ/4q1PK/8 b - - 2 40,b4b3 h7h8 g7h8 h3h7,1806,clearance endgame mate mateIn2 sacrifice short
7k/pR3B1p/3p2p1/5b2/8/4b1P1/P1r5/1R3K2 w - - 0 25,b1b2 f5d3 f1e1 c2c1,1814,endgame master mate mateIn2 short
2N5/5pkp/4p1p1/3pP3/3P2P1/4PK1q/2Q4P/8 w - - 5 42,f3f4 g6g5 f4g5 h3h6,1834,attraction endgame mate mateIn2 short
r4b1r/ppp3p1/5n1p/3R4/6k1/5P2/PB4PP/RN4K1 b - - 0 17,g4f4 b2c1,1843,mate mateIn1 middlegame oneMove
5r2/4P2k/pp5p/3pQp1P/3P4/1N2q1pn/PP4P1/5RK1 w - - 3 31,g1h1 e3g1 f1g1 h3f2,1849,endgame kingsideAttack mate mateIn2 sacrifice short
1r3rk1/p3p1b1/3p2PB/1ppP1p2/2n5/1Pq4Q/P1P2PB1/1K1R3R w - - 0 21,h6g7 c4a3 b1c1 c3c2,1825,mate mateIn2 middlegame queensideAttack short
2r4r/pp1Q1ppp/kb6/4p1B1/1R2P3/P7/KPq2PPP/8 b - - 1 23,f7f6 d7b5,1808,master mate mateIn1 middlegame oneMove
8/pRP5/7p/kP5n/2KP1rp1/8/8/8 b - - 0 49,f4f1 b7a7 a5b6 c7c8n,1811,advancedPawn cornerMate endgame mate mateIn2 promotion short underPromotion
2k3r1/p2b2q1/Ppp5/3P4/3P1p1p/1B3r2/1P1QR1PK/6R1 w - - 0 29,d5c6 f3h3 g2h3 g7g1,1825,mate mateIn2 middlegame short
3r1rk1/2b2p2/p1bqp2p/1p1B3N/8/2P3PP/PP3P2/R2Q1RK1 b - - 0 20,c6d5 d1g4 g8h7 g4g7,1843,kingsideAttack mate mateIn2 middlegame short
4r2k/7p/6n1/3B4/3Q4/6R1/6KP/1q6 b - - 0 44,e8e5 d4e5 g6e5 g3g8,1848,endgame mate mateIn2 sacrifice short
r1r4k/4P1pp/p3Q3/1p3P2/5q2/2NR4/PPP4P/1K5b b - - 2 22,b5b4 e6c8 a8c8 d3d8 c8d8 e7d8q,1817,advancedPawn backRankMate long mate mateIn3 middlegame promotion sacrifice
2r1rbk1/p2b3p/3p1P1p/q1nP3P/3B4/8/PPB2P2/1K1R2R1 b - - 0 26,g8f7 c2g6 h7g6 h5g6 f7g8 f6f7,1828,advancedPawn exposedKing long mate mateIn3 middlegame sacrifice
2kr4/2p5/p1Q4p/4p3/N4pq1/1P6/P2r1PP1/4R1K1 b - - 0 27,d2d1 a4b6 c8b8 c6a8,1819,endgame mate mateIn2 pin short
2r2rk1/p4pp1/3p4/1ppB3N/4P1n1/3P4/PPPK4/6R1 b - - 0 28,g4e5 h5f6 g8h8 g1h1,1825,endgame mate mateIn2 pin short
r4k1r/1pp3p1/p2pB3/7p/Pb1PP1nn/5NNq/1PR2P2/R1BQ2K1 w - - 2 21,c2c7 h3g2,1821,mate mateIn1 middlegame oneMove
r4rk1/p1p3p1/2p3qp/5p2/3P1bb1/2N2NP1/PP3PKP/2RQ1R2 w - - 0 19,g3f4 g4h3 g2h3 g6g4,1829,attraction doubleCheck mate mateIn2 middlegame sacrifice short
2rq1r2/2p5/1pBp4/p4Pp1/P7/6k1/1PP3Q1/1K6 b - - 8 31,g3h4 c6f3 g5g4 g2g4,1800,endgame mate mateIn2 quietMove short
4Q3/1bp1R1pk/1p1p4/pP3q2/P1P2P1p/7P/6P1/7K w - - 8 33,e8f7 f5h3 h1g1 h3g2,1812,endgame mate mateIn2 pin short
r6r/p2Q1kp1/4p2p/5p2/3P2bR/2PKP1P1/Pq3P2/8 b - - 2 21,f7g6 d7e6 g6h7 h4h6 g7h6 e6f7,1848,endgame long mate mateIn3 sacrifice
6k1/p5p1/7p/3p4/3N3r/P4Pqb/1P1Q1RP1/1B5K w - - 0 31,g2h3 g3h3 h1g1 h3h1,1833,endgame mate mateIn2 short
r4rk1/pp3pp1/2n2np1/3p1q2/7R/1P3NP1/PBPQ2P1/R6K b - - 1 23,f6e4 h4h8 g8h8 d2h6 h8g8 h6g7,1813,attraction kingsideAttack long mate mateIn3 middlegame pin sacrifice
N1b2k2/1p3p2/p2p4/4p3/2BnP3/P3q2r/1PP3PK/R2Q3R w - - 0 18,g2h3 e3f2,1801,mate mateIn1 middlegame oneMove
4rrk1/ppR4p/3p2QP/3P2B1/1q3P1N/5B2/Pb5P/5b1K b - - 0 25,h7g6 h6h7 g8h8 h4g6,1848,advancedPawn kingsideAttack mate mateIn2 middlegame short
6rk/p4Q1p/1p3ppB/2q5/1nP5/8/P5PP/4R2K b - - 6 29,c5f2 h6g7 g8g7 e1e8 g7g8 f7g8,1801,endgame long mate mateIn3 sacrifice
3r2k1/3q1p1p/p3pQpP/4P3/8/1P3R2/P2p1PPK/3r4 b - - 1 35,g8f8 f6g7 f8e8 g7g8 e8e7 g8f7,1843,endgame long mate mateIn3
2k4r/ppq1bpp1/2n1p3/3P4/6Q1/4B1N1/PP3PPr/2R2RK1 w - - 0 18,d5c6 h2h1 g3h1 c7h2,1812,clearance kingsideAttack mate mateIn2 middlegame sacrifice short
r4rk1/3p1pp1/p6p/1p1NPQ2/3P4/P4P2/5q1P/6RK b - - 0 26,a8c8 d5f6 g8h8 f5h7,1845,endgame mate mateIn2 pin short
7k/5p1p/2q5/1p4R1/3P1Q2/7P/1Pr3BK/r1B5 b - - 6 33,a1c1 f4b8 c6c8 b8e5 f7f6 e5f6,1814,endgame long mate mateIn3
r1b1k3/1pQ3p1/2p4p/p2B1q2/3P3b/8/PPP2PPP/4R1K1 b - - 1 23,e8f8 c7d6 h4e7 d6e7,1809,mate mateIn2 middlegame short
3Rrk2/5pr1/p3pQ2/1p4pp/8/P7/5P1P/1q1R2K1 b - - 3 29,b1f5 d8e8 f8e8 d1d8,1815,attraction endgame killBoxMate mate mateIn2 short
3r2k1/p4ppp/1p6/2n5/2P3Q1/2K2P2/PP1r1P1P/R6R w - - 2 27,h1d1 d8d3 c3b4 d2b2,1819,deflection endgame mate mateIn2 short
3r3r/p1kn1pp1/Pp6/2P1p1qp/N1R1QnP1/2P2PK1/2B5/4R3 b - - 0 33,h5g4 e4b7,1837,mate mateIn1 middlegame oneMove
1k1r4/p2p1p2/3P4/1RP1p1q1/P3RnP1/5Q1r/8/6K1 b - - 0 34,b8c8 b5b8 c8b8 e4b4 b8c8 f3a8,1847,attraction long mate mateIn3 middlegame sacrifice
1k1Q4/1pp5/4b3/8/4qB2/6P1/7K/8 b - - 1 41,e6c8 d8c7 b8a7 c7a5,1823,endgame mate mateIn2 short
2rR2rk/p4p1p/1p2bPpQ/2p1P3/6P1/1q6/1B5P/3R2K1 b - - 6 35,b3f3 h6g7,1836,mate mateIn1 middlegame oneMove pin
6Q1/6k1/8/p1qBp2p/1p2P1p1/1P4P1/2p2r1P/2b4K b - - 3 41,g7f6 g8f7 f6g5 f7g7,1800,endgame mate mateIn2 short
2k4r/1pp2Np1/p1p3n1/7K/4P2p/P1N2P2/1PP3r1/R3R3 w - - 2 22,f7h8 g6f4 h5h4 g7g5,1824,endgame mate mateIn2 short
2rb3r/1q3pkp/p3pNp1/1p1bP1Q1/8/3B1P2/6PP/2R2R1K b - - 7 38,c8c1 f6h5 g7g8 g5d8,1834,discoveredAttack interference mate mateIn2 middlegame pin short
7k/6p1/p2pK3/3Pp3/r7/8/P1R5/8 b - - 3 52,e5e4 e6f7 e4e3 c2h2 a4h4 h2h4,1824,endgame long master masterVsMaster mate mateIn3 rookEndgame
2kr2r1/5p2/4p2p/1pq1R3/6P1/2P3P1/1P4QK/R7 b - - 0 27,c5e5 g2c6 e5c7 a1a8,1841,endgame killBoxMate mate mateIn2 short
3Q4/7p/5N1k/1p2K2P/7P/1b2q3/8/8 w - - 1 50,e5f5 b3e6,1840,endgame mate mateIn1 oneMove
6k1/p4q2/4b2p/2b5/4B1p1/P5P1/1P3r1P/R1BQ3K w - - 4 28,c1f4 f2h2 h1h2 f7h5 h2g2 h5h3,1837,attraction long mate mateIn3 middlegame sacrifice
4r2r/2p2p1p/p1R3p1/1p2k3/8/1B2bP2/PP3P1P/3R1K2 b - - 0 21,e3b6 d1d5 e5f4 c6f6,1802,endgame master mate mateIn2 short
4r2k/4P2R/p1q2p2/1pr5/3pR3/2P4P/PP6/1Q4K1 b - - 0 32,h8h7 e4h4 h7g8 b1g6,1830,doubleCheck endgame mate mateIn2 short
2r3k1/6pp/4pp2/8/1p1P4/1qb1Q1BP/5PPK/3R4 b - - 1 36,b3d1 e3e6 g8f8 g3d6,1819,endgame fork mate mateIn2 short
rnb2rk1/pp1p2pp/4pq2/3n4/1b1N2Q1/2N5/PPPB1PPP/R3KB1R w KQ - 0 10,c3d5 f6f2 e1d1 f2d2,1838,attackingF2F7 master mate mateIn2 opening short
1k6/p1R1N3/1p1p2n1/2bNp3/b1n5/2P5/P1K3P1/R7 w - - 3 33,c2c1 c5a3 c1b1 c4d2,1832,mate mateIn2 middlegame short
1qb1k1nr/r3ppbp/p5p1/QBpN4/4P3/P4N2/1PP2PPP/2KR3R b k - 0 14,a6b5 d5f6 g7f6 a5d8,1807,mate mateIn2 middlegame sacrifice short
r3qb1k/pp1n3p/2p3b1/5r2/3p4/1B1P4/PPPB3Q/2K3RR b - - 8 28,f5f6 h2h7 g6h7 g1g8,1838,kingsideAttack mate mateIn2 middlegame pin sacrifice short
r2q3r/ppp3pp/2npQnk1/b5N1/3pP3/B1P5/P4PPP/RN3RK1 b - - 0 12,g6g5 e6f5 g5h6 a3c1 g7g5 f5g5,1824,long mate mateIn3 middlegame
3R4/1p5R/1pk2Br1/2p1P3/P1n2p1p/2P5/5PPK/2r5 b - - 2 30,c4b2 d8d6,1832,endgame mate mateIn1 oneMove
5r1k/p2nnppB/qp2b3/7Q/2N4N/1P5P/P4PP1/5K2 b - - 2 23,e6c4 h7d3 h8g8 h5h7,1808,discoveredAttack mate mateIn2 middlegame short
2r1b1k1/1pq1bp1p/p1n1pBp1/4P3/P3R2Q/2Pr1N2/5PPP/R5K1 b - - 1 20,c8d8 h4h7 g8h7 e4h4 h7g8 h4h8,1846,attraction kingsideAttack long mate mateIn3 middlegame sacrifice
r1bq4/ppp5/8/1k1p1Q2/4n3/N3B3/PPP3PP/R3b2K b - - 1 16,b5a6 f5f1 b7b5 f1b5,1843,fork mate mateIn2 middlegame short
2kr3r/5N2/p3p3/Qp5p/2p3pq/P7/2P1nPbB/1R3R1K w - - 0 27,h1g2 h4h3 g2h1 h3f3,1834,mate mateIn2 middlegame short
2R5/p2R2pk/1p2P2p/8/3P2n1/5pr1/P7/7K w - - 0 44,d7f7 g4f2 h1h2 g3g2,1808,endgame mate mateIn2 short vukovicMate
8/1p1k4/2p4p/p1Q3p1/3P2P1/1P3K1P/P4P2/3q4 w - - 7 56,f3e4 d1e2 e4f5 e2e6,1808,endgame master mate mateIn2 queenEndgame short
rnbqkb1r/pp2nppp/8/3NP3/2BQ4/8/PPP3PP/R1B2RK1 b kq - 0 13,b8c6 d5c7 d8c7 c4f7,1815,attackingF2F7 discoveredAttack mate mateIn2 opening sacrifice short
4k1r1/pR1rnQ2/6p1/3p4/4q3/7P/P5P1/5R1K b - - 2 32,e8d8 f7f8 g8f8 f1f8,1810,mate mateIn2 middlegame sacrifice short
8/1rNR1kpp/1r1P1p2/3K3P/6P1/p4P2/8/8 b - - 5 44,f7f8 c7e6 f8g8 d7d8 g8f7 d8f8,1829,endgame long mate mateIn3
2r2bk1/2p4r/3p4/P2Pp3/1P2Pn2/5PB1/4n1N1/R2Q1R1K w - - 1 34,g3h2 e2g3 h1g1 f4h3,1802,kingsideAttack mate mateIn2 middlegame pin short
2Q3k1/2b2pp1/2p4p/2PprN2/p7/3B1qP1/3r3P/6K1 b - - 1 37,g8h7 f5e7 g7g6 c8g8,1818,discoveredAttack mate mateIn2 middlegame short
1r3k2/b2R1R1p/p4Pp1/1p6/2p3PP/PP4K1/8/2q5 b - - 0 37,f8e8 d7e7 e8d8 f7f8,1801,endgame fork mate mateIn2 short
r3rb2/1pq2ppk/4p2p/3pP2Q/5PN1/p1P3RP/6P1/5RK1 b - - 0 32,a3a2 h5h6 g7h6 g4f6 h7h8 g3g8,1813,arabianMate fork long mate mateIn3 middlegame sacrifice
r1b2b1k/pp3n2/5Q1p/8/3R4/3B4/PqP3PP/6K1 b - - 3 24,f8g7 d4d8 f7d8 f6d8 g7f8 d8f8,1800,exposedKing long mate mateIn3 middlegame sacrifice
1r6/5rkp/p2bQ3/q2p3P/2nP4/2p2N2/PP3P2/1KB3R1 b - - 1 27,g7f8 c1h6 f7g7 h6g7,1842,balestraMate mate mateIn2 middlegame short
r4rk1/pp2p1bp/3pp1p1/q6P/4n1P1/2N1Bn2/PPP3Q1/R2K1B1R w - - 0 15,c3e4 a5e1,1813,mate mateIn1 middlegame oneMove
1k3r2/1Pp2r1p/Q7/8/3q3P/8/P3R1P1/4R1K1 w - - 1 38,g1h1 f7f1 e1f1 f8f1 h1h2 d4h4,1801,endgame long mate mateIn3
r2qr1k1/p4Rbp/6p1/8/2B1b3/B3PQ2/P4PPP/5RK1 b - - 0 17,e4f3 f7f8,1805,doubleCheck mate mateIn1 middlegame oneMove
7Q/4kp2/p3n1p1/1p2P1b1/3N4/1PP5/P1K2r2/8 w - - 6 39,c2d3 e6c5,1806,endgame mate mateIn1 oneMove
5k2/pp3p2/2b1pnp1/5q2/7P/P1QR4/1P3PP1/6K1 b - - 0 34,f6e4 c3h8 f8e7 h8d8,1820,endgame master mate mateIn2 short
8/p5pk/2P1p2p/5p1r/P3pP1q/4P1rP/3Q1RP1/5R1K w - - 1 34,c6c7 g3h3 g2h3 h4h3 f2h2 h3f1,1838,deflection endgame kingsideAttack long mate mateIn3 sacrifice
8/8/8/1p2p1pp/4pkP1/n3N2P/4K3/8 b - - 1 48,h5h4 e2f2 b5b4 e3d5,1847,endgame knightEndgame master masterVsMaster mate mateIn2 short
8/pb4kp/1p1p2p1/8/5b2/1QP2N1r/PP6/5RK1 w - - 0 32,f3d4 f4e3 f1f2 h3h1,1812,endgame mate mateIn2 pin short
r4rk1/p4p2/1p3qpQ/2p4p/2Pp4/3P1PR1/P6P/6RK b - - 1 27,f6h8 g3g6 f7g6 h6g6 h8g7 g6g7,1842,endgame kingsideAttack long mate mateIn3 sacrifice
7k/5Qb1/6p1/p7/5PN1/P6P/B5PK/2r2q2 w - - 2 39,f7g6 f1f4 g2g3 f4d2 g4f2 d2f2,1827,endgame fork long mate mateIn3
3r1k2/p1pbR2Q/2p3Bp/6p1/2P2pP1/7P/P1P4K/q7 b - - 4 30,d7e6 e7f7 e6f7 h7f7,1848,endgame mate mateIn2 sacrifice short
3rk3/pp3p1R/3P1p2/2p1bN2/4K3/8/Pr5P/3R4 b - - 0 26,b2a2 d6d7 d8d7 h7h8,1811,advancedPawn endgame mate mateIn2 short
5k2/1pp2n2/p4p2/3p4/3Pr1Q1/1P2q3/P1P3PP/RN1K1R2 w - - 2 23,g4f3 e4d4 b1d2 e3d2,1810,mate mateIn2 middlegame short
3r2k1/1p3pp1/1p2b2p/3P3n/r7/P2BR2P/1B4P1/2R3K1 b - - 0 29,d8d5 c1c8 e6c8 e3e8,1820,mate mateIn2 middlegame sacrifice short
r1q1k2r/1ppb1pp1/p2p1n1p/2b1p3/2BnPP2/P1NP3P/1PP3PN/R1BQ1RK1 w kq - 1 11,f4e5 d4e2 g1h1 e2g3,1828,doubleCheck kingsideAttack mate mateIn2 middlegame short
1R6/5k1p/p7/r4bP1/5P2/1Pp5/2P5/2K1R3 w - - 4 38,c1d1 f5g4 e1e2 a5a1,1849,endgame mate mateIn2 pin short
5r1k/Q5pp/1p4q1/8/4r1P1/P4P2/1P2P1KP/5R2 w - - 0 29,f3e4 g6g4 g2h1 f8f1,1821,deflection endgame mate mateIn2 short
5rk1/pp1n2r1/3p2N1/2pQ4/2P5/4P1P1/qP2KPP1/7R b - - 1 24,g7f7 g6e7 g8g7 d5g5,1878,mate mateIn2 middlegame pin short
r5k1/ppR1R2p/1n4p1/1B1p2P1/P2bb2r/1q6/6PB/5Q1K b - - 3 28,a8f8 f1f8 g8f8 e7e8,1892,attraction kingsideAttack mate mateIn2 middlegame sacrifice short
8/2Q2kpp/1p1p2r1/1PnN4/2P1n3/6P1/1r3PK1/8 b - - 6 41,f7e6 c7e7 e6f5 d5e3,1882,endgame master mate mateIn2 short
r4k2/bpp2pp1/5N1p/PP2qb2/2Q5/4P3/5P1P/RB2K1R1 b Q - 0 27,e5a1 c4b4 c7c5 b5c6 a7c5 b4c5,1893,discoveredAttack enPassant long mate mateIn3 middlegame
r2q1rk1/pp3pb1/2n3N1/4p3/2pPQ1n1/2P5/PP1N1P2/R1B1K2R b KQ - 0 18,g4f2 g6e7 d8e7 e4h7,1891,clearance kingsideAttack mate mateIn2 middlegame sacrifice short
2k5/pp5Q/b7/b3N3/8/2p5/PPKr1PPP/R6R w - - 0 29,c2b3 d2b2 b3a4 a6b5 a4a3 a5b4,1891,exposedKing long mate mateIn3 middlegame
2r2rk1/pp2bpp1/1q2p2p/3n4/1n6/2NB1P2/PPPBN1PP/2KRQ2R w - - 13 21,c3d5 b4d3 c1b1 b6b2,1888,discoveredAttack mate mateIn2 middlegame pin queensideAttack short
r4k2/p7/1q2bQ2/4p1B1/4P3/8/pP3PP1/3B1K2 b - - 2 30,e6f7 g5h6 f8e8 d1a4 b6b5 a4b5,1877,balestraMate endgame exposedKing long mate mateIn3
